Aboraz Beach (7267,7766) (7213,7819) (7213,7765) (7320,7820) (7321,7725) (7159,7835) (7159,7781) (7159,7727) (7374,7779) (7375,7698) (7133,7899) (7105,7845) (7105,7791) (7105,7737) (7428,7752) (7429,7675) (7051,7820) (7482,7729) (7536,7711) | overflowToLeft=false
Draco Dar (7234,5831) (7290,5845) (7232,5888) (7176,5773) (7176,5831) (7175,5887) (7235,5771) (7293,5789) (7118,5738) (7058,5678) (6971,5622) (6993,5684) (7044,5735) (7061,5795) (7117,5795) (7118,5851) (7349,5800) (7347,5855) (7290,5901) (7348,5918) | overflowToLeft=false
Dragon Spine (915,4024) (842,4079) (899,4080) (855,4020) (933,3966) (874,3962) (832,4134) (888,4137) (936,3907) (879,3905) (843,4191) (898,4193) (950,3849) (894,3838) (835,3834) (855,4252) | overflowToLeft=false
Dragonmaw Pass (8120,4060) (8177,4119) (8181,4047) (8117,4120) (8123,3995) (8032,3918) (8087,3933) (8065,3994) (8005,4012) (8062,4059) (8168,4178) (8110,4178) (8053,4179) (8072,4234) (8141,4234) (8080,4291) | overflowToLeft=false
Dragonspawn Caves (2883,6159) (2825,6191) (2825,6132) (2884,6100) (2884,6219) (2944,6117) (2944,6174) (2943,6233) (2765,6018) (2764,6078) (2765,6138) (2766,6193) (2708,6179) (3001,6116) (3001,6175) (3056,6195) (3000,6244) | overflowToLeft=false
Dreadmaul Rock (8090,5608) (8146,5619) (8063,5523) (8007,5537) (7949,5560) (8032,5593) (7976,5615) (7974,5675) (8032,5654) (8088,5670) (8144,5679) (8200,5699) (8138,5735) (8081,5726) (8005,5732) (8050,5790) (8109,5793) | overflowToLeft=false
Dreadmurk Shore (3256,5286) (3202,5254) (3299,5340) (3245,5340) (3256,5232) (3310,5232) (3169,5200) (3362,5393) (3308,5394) (3223,5178) (3277,5178) (3331,5178) (3115,5224) (3115,5170) (3169,5146) (3352,5448) (3298,5448) (3223,5124) (3277,5124) (3331,5124) (3244,5475) (3323,5502) (3269,5529) (3323,5556) | overflowToLeft=false
Driftwood Landing (3767,1562) (3741,1506) (3684,1450) (3684,1506) (3709,1561) (3627,1487) (3627,1430) (3652,1562) (3571,1482) (3570,1425) (3684,1617) (3739,1616) (3740,1449) (3714,1672) | overflowToLeft=false
Driftwood Shore (3822,1430) (3768,1417) (3875,1484) (3821,1484) (3822,1376) (3876,1410) (3754,1363) (3929,1524) (3875,1538) (3700,1392) (3700,1338) (3935,1578) (3670,1284) (3881,1592) (3646,1383) (3827,1618) (3616,1329) (3616,1275) (3884,1646) (3830,1672) (3562,1354) (3776,1691) | overflowToLeft=false
Dry Hills (2246,4295) (2301,4312) (2301,4256) (2244,4238) (2217,4350) (2273,4366) (2194,4171) (2187,4227) (2175,4073) (2137,4128) (2131,4186) (2250,4180) (2307,4197) (2357,4261) (2356,4317) (2342,4140) (2261,4423) | overflowToLeft=false
Dun Algaz (7902,4347) (7897,4404) (7842,4314) (7838,4372) (7898,4288) (7782,4310) (7781,4370) (7839,4428) (7782,4432) (7726,4297) (7724,4386) (7864,4484) (7923,4464) (7923,4520) (7982,4518) | overflowToLeft=false
Dun Garok (7284,3214) (7228,3273) (7284,3271) (7224,3175) (7166,3138) (7164,3196) (7158,3254) (7171,3309) (7341,3239) (7341,3299) (7227,3330) (7282,3337) (7259,3396) | overflowToLeft=false
Dun Mandarr (3389,2282) (3333,2282) (3389,2337) (3444,2282) (3445,2337) (3276,2317) (3275,2372) (3277,2261) (3333,2338) (3332,2394) (3389,2393) (3334,2224) (3390,2224) (3445,2224) (3422,2167) (3478,2167) (3500,2226) (3500,2282) (3444,2393) (3439,2448) | overflowToLeft=false
Dun Modr (7738,3885) (7816,3941) (7797,3881) (7839,3821) (7855,3879) (7894,3817) (7914,3874) (7971,3864) (7780,3821) (7659,3816) (7596,3815) (7531,3798) (7720,3817) (7680,3873) (7618,3876) (7756,3943) (7875,3939) (7839,3998) | overflowToLeft=false
Dun Morogh (7379,4304) (7415,4361) (7364,4245) (7420,4221) (7319,4306) (7256,4324) (7196,4334) (7352,4363) (7294,4379) (7217,4399) (7354,4440) (7420,4420) (7453,4280) (7476,4337) (7494,4394) | overflowToLeft=false
Dun Morogh Northern Shore (6501,4328) (6447,4381) (6447,4327) (6554,4382) (6555,4279) (6393,4399) (6393,4345) (6393,4291) (6608,4333) (6609,4263) (6339,4399) (6339,4345) (6662,4317) (6663,4244) (6285,4412) (6285,4358) (6716,4298) (6717,4235) (6231,4361) (6770,4290) | overflowToLeft=false
Dun Morogh Western Shore (6176,4624) (6122,4677) (6220,4678) (6126,4570) (6180,4570) (6230,4624) (6234,4566) (6166,4731) (6220,4732) (6127,4516) (6181,4512) (6166,4785) (6228,4786) (6134,4458) (6188,4458) (6155,4839) (6156,4404) | overflowToLeft=false
Dunemaul Compound (2803,7401) (2745,7436) (2745,7375) (2804,7341) (2747,7317) (2690,7293) (2687,7350) (2687,7409) (2628,7378) (2629,7436) (2573,7436) (2862,7287) (2919,7253) (2921,7310) (2863,7347) (2863,7404) (2802,7459) | overflowToLeft=false
Durnholde Keep (7379,3006) (7434,3085) (7308,3082) (7368,3082) (7311,2910) (7369,2945) (7309,2970) (7308,3026) (7442,3000) (7550,2990) (7500,3045) (7248,3094) (7305,3139) (7365,3138) (7427,3141) (7379,3196) | overflowToLeft=false
Durotar (3341,3999) (3374,4057) (3315,4055) (3397,3998) (3285,3998) (3379,3942) (3323,3942) (3266,3940) (3209,3939) (3152,3971) (3082,3878) (3140,3908) (3092,3970) (3300,3882) (3356,3882) (3435,3909) (3452,3963) (3453,4019) (3430,4074) (3227,3995) (3257,4054) (3309,4111) (3373,4113) (3326,4169) (3383,4169) (3440,4129) (3487,4172) | overflowToLeft=false
Durotar Coast (3610,3904) (3556,3953) (3619,3850) (3656,3958) (3664,3904) (3673,3837) (3529,3899) (3602,4007) (3548,4007) (3609,3796) (3663,3783) (3555,3765) (3500,3764) (3717,3762) (3634,4061) (3580,4061) (3526,4061) (3609,3742) (3771,3739) (3663,3729) (3717,3708) (3637,4115) (3583,4115) (3630,3675) (3684,3654) (3645,4169) (3591,4169) (3537,4169) (3627,4223) (3573,4223) | overflowToLeft=false
Durotar Mountains (3271,4431) (3280,4378) | overflowToLeft=false
Duskwither Shore (9100,1591) (9046,1605) (9046,1551) (9153,1645) (9100,1537) (9154,1572) (9005,1497) (8992,1576) (9207,1628) (9207,1682) (9153,1699) (9244,1736) (8951,1501) (8951,1447) (9005,1443) (9190,1753) (8897,1456) | overflowToLeft=false
Duskwood (7010,6772) (6952,6832) (7067,6831) (7010,6831) (6952,6772) (6892,6744) (6891,6802) (6833,6798) (6817,6858) (6895,6858) (7068,6762) (7123,6774) (7124,6842) | overflowToLeft=false
Duskwood Wall (6865,6902) (6806,6922) | overflowToLeft=false
Dustbelch Grotto (7866,5383) (7818,5441) (7876,5440) (7809,5373) (7753,5358) (7751,5416) (7664,5367) (7690,5424) (7645,5484) (7704,5482) (7924,5379) (7934,5438) (7990,5424) (7991,5485) | overflowToLeft=false
Dustfire Valley (7412,5109) (7456,5170) (7396,5169) (7332,5178) (7350,5089) (7292,5094) (7274,5154) (7197,5094) (7215,5150) (7472,5097) (7536,5084) (7595,5071) (7655,5057) (7550,5139) (7520,5197) | overflowToLeft=false
Dustwallow Bay (3027,5607) | overflowToLeft=false
Dustwallow Marsh (2798,5647) (2768,5591) (2824,5589) (2855,5646) (2826,5703) (2769,5703) (2740,5646) (2727,5534) (2711,5589) (2680,5645) (2711,5703) (2882,5588) (2912,5645) (2968,5645) (2884,5704) (2942,5702) | overflowToLeft=false
Dusty Rocks (2001,4211) (2057,4241) (2001,4266) (1997,4155) (2052,4149) (2035,4093) (2091,4091) (1979,4098) (2014,4321) (2069,4297) (2124,4267) (2013,4376) (2069,4353) (2124,4322) (2180,4296) (2129,4376) | overflowToLeft=false
East Thandol Valley (7798,3763) | overflowToLeft=false
Eastern Ahn Quiraj (1648,7452) (1691,7395) (1634,7393) (1590,7460) (1575,7404) (1705,7452) (1640,7334) (1697,7334) (1584,7517) (1647,7510) (1703,7510) (1580,7575) (1639,7567) (1700,7567) | overflowToLeft=false
Eastern Arathi Mountains (8292,3414) (8238,3474) (8232,3412) (8296,3474) (8175,3422) (8182,3478) (8259,3354) (8317,3352) (8264,3272) (8374,3352) (8355,3413) (8355,3472) (8165,3534) (8228,3532) (8386,3528) | overflowToLeft=false
Eastern Canyon Wall (2942,6311) | overflowToLeft=false
Eastern Darrowmere Range (8106,2494) (8160,2554) (8097,2553) (8049,2436) (7992,2410) (7936,2372) (8048,2492) (7984,2466) (7984,2527) (8166,2490) (8226,2482) (8289,2478) (8348,2474) (8120,2614) (8178,2615) (8169,2674) | overflowToLeft=false
Eastern Gurubashi (7664,7403) (7603,7461) (7659,7460) (7746,7352) (7688,7346) (7607,7290) (7630,7346) (7567,7347) (7587,7403) (7720,7409) (7715,7464) (7776,7437) (7632,7517) | overflowToLeft=false
Eastern Khaz Mountains (7633,4443) (7656,4385) (7595,4384) (7576,4442) (7692,4441) (7617,4323) (7674,4323) (7561,4323) (7593,4499) (7653,4498) (7715,4497) (7776,4479) (7651,4554) (7711,4553) (7772,4534) | overflowToLeft=false
Eastern Mulgor Ridge (2156,4944) | overflowToLeft=false
Eastern Plaguelands (7948,2175) (7934,2236) (7934,2065) (7872,2083) (7808,2075) (7887,2140) (7826,2138) (7876,2199) (7832,2284) (7893,2293) (7950,2299) (8008,2178) (8008,2314) (8057,2369) | overflowToLeft=false
Eastern Stormwind Mountains (6851,5609) (6768,5667) (6824,5666) (6881,5667) (6909,5606) (6893,5549) (6922,5492) (6862,5491) (6835,5548) (6793,5610) (6778,5551) (6731,5609) (6708,5666) (6698,5724) (6754,5725) (6939,5665) (6921,5722) | overflowToLeft=false
Eastmoon Ruins (2943,7558) (2933,7501) (2883,7559) (2875,7500) (2915,7441) (2973,7443) (2992,7502) (3001,7561) (2817,7523) (2826,7580) (2794,7640) (2853,7638) (2955,7384) (3031,7441) (3049,7500) (3058,7557) (2911,7617) (2971,7619) | overflowToLeft=false
Eastvale Logging Camp (7348,6283) (7328,6341) (7385,6341) (7406,6280) (7409,6221) (7353,6222) (7293,6224) (7292,6280) (7271,6340) (7302,6397) (7360,6398) (7443,6336) (7508,6353) | overflowToLeft=false
Echo Isles (3571,4757) (3654,4607) (3627,4726) (3650,4665) (3596,4634) (3569,4690) (3512,4710) (3513,4765) (3471,4822) (3526,4821) (3584,4814) (3639,4784) (3504,4877) (3557,4924) | overflowToLeft=false
Elwynn Falls (6952,5863) (7010,5916) (7061,5974) (7071,5914) (7017,5854) (6978,5763) (6920,5786) (6858,5773) (6799,5778) (6894,5844) (6835,5829) (6776,5844) (6879,5901) (6940,5920) (7126,5928) (7119,5984) (7182,5966) (7094,6042) (7099,6102) (6776,6017) (7240,5947) | overflowToLeft=false
Emerald Sanctuary (2174,2959) (2119,2960) (2061,2960) (2106,3015) (2049,3016) (2048,3071) (1992,2999) (2004,2940) (2061,2898) (2117,2861) (2174,2857) (2229,2872) (2231,2927) (2231,2983) (2171,3014) (2285,2858) (2288,2913) (2341,2855) (2325,2961) | overflowToLeft=false
Ethel Rethor Strand (676,4449) (622,4502) (622,4448) (702,4503) (676,4395) (730,4395) (648,4556) (594,4556) (568,4502) (682,4341) (736,4341) (784,4395) (790,4335) (540,4584) (684,4287) (738,4281) (792,4281) (543,4638) (486,4632) (486,4578) (678,4233) (732,4227) | overflowToLeft=false
Everlook (3206,1979) (3150,1966) (3185,1907) (3210,1851) (3261,1997) (3263,1941) (3319,1972) (3320,1915) (3377,1921) (3265,1885) (3266,1829) (3321,1859) (3377,1864) (3322,1803) (3377,1808) (3433,1823) (3433,1880) | overflowToLeft=false
Eversong (8327,1536) (8272,1595) (8329,1596) (8273,1652) (8267,1533) (8209,1530) (8209,1589) (8146,1493) (8148,1558) (8385,1498) (8389,1554) (8389,1619) (8329,1654) (8212,1648) (8447,1514) (8447,1569) | overflowToLeft=false
Falfarren Rivers (2609,3351) | overflowToLeft=false
Fallow Sanctuary (8275,6430) (8293,6488) (8236,6485) (8274,6373) (8275,6312) (8218,6348) (8218,6408) (8332,6315) (8329,6372) (8388,6341) (8332,6427) (8157,6398) (8391,6399) (8387,6454) (8446,6396) | overflowToLeft=false
Far Watch Post (2876,4213) (2819,4212) (2761,4217) (2747,4273) (2803,4272) (2860,4268) (2897,4156) (2840,4155) (2953,4141) (2954,4197) (2931,4252) (2726,4328) (2783,4328) (2839,4326) (2896,4323) (2743,4383) (2951,4307) | overflowToLeft=false
Feathermoon Cove (690,6021) (636,6074) (636,6020) (743,6075) (690,5967) (744,5967) (744,6021) (634,5966) (689,6128) (635,6128) (797,6075) (775,6129) (581,6129) (688,5913) (742,5913) (798,5951) (598,5912) (721,6182) (667,6182) (786,6183) (613,6183) (652,5859) (706,5859) (589,5858) (732,6236) (678,6236) (799,6237) | overflowToLeft=false
Felpaw Village (2334,2047) (2278,2056) (2390,2063) (2333,2102) (2389,2119) (2408,2175) (2352,2174) (2276,2112) (2294,2168) (2219,2105) (2221,2049) (2165,2037) (2221,1993) (2445,2086) (2444,2030) (2446,1974) (2389,2008) (2390,1953) (2334,1938) (2416,1895) (2359,1881) (2274,2225) (2237,2164) (2330,2229) (2386,2229) | overflowToLeft=false
Felwood (1972,2686) (2026,2741) (1969,2742) (2027,2685) (2027,2796) (1970,2797) (1913,2807) (1913,2750) (1968,2853) (2024,2851) (2082,2791) (2081,2734) (2083,2678) (2072,2621) (2015,2628) (1958,2630) (1901,2653) (1856,2819) (1856,2763) (1900,2597) (1983,2572) (2138,2787) (1931,2910) | overflowToLeft=false
Fenris Isle (6634,2599) (6657,2655) (6757,2491) (6680,2507) (6610,2531) (6808,2546) (6745,2548) (6689,2566) (6837,2603) (6778,2604) (6718,2622) (6715,2683) | overflowToLeft=false
Feralas Coast (449,5587) (395,5602) (395,5548) (502,5641) (449,5533) (448,5656) (380,5494) (525,5695) (434,5479) (471,5710) (417,5710) (532,5749) (382,5425) (436,5425) (490,5413) (478,5764) (424,5764) (370,5767) (384,5371) (438,5359) (475,5818) (421,5821) (492,5333) (384,5317) (438,5305) | overflowToLeft=false
Feralas Mountains (629,5564) (588,5619) (572,5562) (645,5619) (622,5506) (564,5504) (564,5447) (621,5449) (603,5676) (660,5674) (620,5391) (600,5732) (656,5732) (716,5703) (773,5711) | overflowToLeft=false
Feralas Ridge (1408,6139) | overflowToLeft=false
Feralas River (910,6051) | overflowToLeft=false
Field of Giants (2504,5539) (2475,5482) (2532,5481) (2445,5538) (2563,5538) (2566,5596) (2504,5596) (2444,5596) (2531,5423) (2472,5425) (2416,5480) (2388,5535) (2386,5592) (2414,5424) (2358,5477) (2358,5419) (2331,5534) (2327,5593) (2299,5383) (2299,5438) (2273,5498) (2269,5557) (2207,5584) (2266,5620) (2503,5652) (2562,5653) | overflowToLeft=false
Fire Plume Ridge (2252,6887) (2187,6824) (2191,6884) (2128,6844) (2133,6901) (2069,6832) (2072,6890) (2015,6915) (2012,6855) (1953,6869) (1955,6928) (2190,6941) (2251,6830) (2308,6867) (2368,6856) (2314,6927) | overflowToLeft=false
Fire Scar Shrine (1650,3549) (1705,3495) (1649,3492) (1706,3551) (1761,3553) (1760,3496) (1635,3434) (1690,3434) (1593,3508) (1593,3563) (1512,3604) (1568,3619) (1626,3618) (1683,3605) (1816,3521) (1746,3439) (1648,3673) | overflowToLeft=false
Firefrost Hotsprings (2659,2000) (2603,1993) (2714,1982) (2770,1983) (2547,1971) (2547,2027) (2603,2049) (2715,2038) (2771,2040) (2547,2083) (2492,1917) (2548,1914) (2602,1937) (2658,1944) (2714,1926) (2771,1926) (2826,1947) (2826,2002) (2881,2017) (2881,1961) (2491,2012) (2491,2067) (2856,2073) | overflowToLeft=false
Firewatch Ridge (7639,5008) | overflowToLeft=false
Flinty Coast (3488,6158) (3434,6120) (3541,6212) (3487,6212) (3488,6104) (3542,6104) (3542,6158) (3427,6066) (3543,6266) (3489,6266) (3481,6050) (3535,6050) (3435,6299) (3529,6320) (3452,5996) (3506,5996) (3475,6353) (3421,6353) (3440,5942) (3494,5942) (3505,6407) (3451,6407) (3397,6407) (3469,5888) (3523,5888) | overflowToLeft=false
Flinty Mountains (3271,6264) (3213,6204) (3213,6262) (3224,6320) (3283,6321) (3270,6206) (3254,6145) (3315,6141) (3375,6139) (3329,6200) (3388,6201) (3156,6200) (3154,6263) (3098,6236) (3328,6256) (3384,6256) (3341,6312) | overflowToLeft=false
Forbidding 1 Sea Zone (9395,1852) (9341,1905) (9341,1851) (9445,1906) (9395,1798) (9339,1797) (9391,1959) (9337,1959) (9445,1960) (9393,1744) (9334,1743) (9391,2013) (9337,2013) (9445,2014) (9388,1690) (9442,1690) (9323,1689) (9332,2067) (9377,1636) (9431,1636) | overflowToLeft=false
Forbidding 10 Sea Zone (9153,4235) (9099,4288) (9099,4234) (9206,4289) (9153,4181) (9207,4181) (9207,4235) (9097,4180) (9152,4342) (9098,4342) (9045,4288) (9045,4234) (9260,4289) (9260,4343) (9206,4343) (9044,4343) (9151,4127) (9205,4127) (9259,4127) (9261,4181) (9261,4235) (9043,4180) (9043,4126) (9097,4126) (9313,4085) (8991,4289) (8991,4235) (9314,4289) (9314,4343) (9038,4397) (8990,4343) (9315,4139) (9315,4193) (8989,4181) (8989,4127) (8984,4403) (9367,4083) (8937,4289) (8937,4235) (9368,4247) (9368,4301) (9368,4355) (8936,4349) (9369,4137) (9369,4191) (8935,4181) (8935,4127) (9421,4081) (8883,4295) (8883,4241) (9422,4245) (9422,4299) (9422,4353) | overflowToLeft=false
Forbidding 11 Sea Zone (9224,4575) (9170,4628) (9170,4574) (9277,4629) (9224,4521) (9278,4521) (9278,4575) (9168,4520) (9223,4682) (9169,4682) (9116,4628) (9116,4574) (9331,4629) (9331,4683) (9277,4683) (9115,4683) (9222,4467) (9276,4467) (9330,4467) (9332,4521) (9332,4575) (9114,4520) (9114,4466) (9168,4466) (9384,4430) (9062,4629) (9062,4575) (9385,4629) (9385,4683) (9061,4730) (9386,4484) (9386,4538) (9060,4521) (9060,4467) (9438,4428) (9008,4676) (9008,4622) (9439,4592) (9439,4646) (9439,4700) (9007,4736) (9440,4482) (9440,4536) (9006,4568) (9006,4514) | overflowToLeft=false
Forbidding 12 Sea Zone (8983,5007) (8929,5060) (8929,5006) (9036,5061) (8983,4953) (9037,4953) (9037,5007) (8927,4952) (8982,5114) (8928,5114) (8875,5060) (8875,5006) (9090,5061) (9090,5115) (9036,5115) (8874,5115) (8981,4899) (9035,4899) (9089,4899) (9091,4953) (9091,5007) (8924,4898) (8982,5168) (8928,5168) (8821,5061) (9109,5169) (9055,5169) (8874,5169) (8820,5169) (8820,5115) (8978,4845) (9032,4845) (9086,4845) (9140,4845) (8809,5223) (9075,4791) (9129,4791) | overflowToLeft=false
Forbidding 13 Sea Zone (9326,4993) (9272,5046) (9272,4992) (9379,5047) (9326,4939) (9380,4939) (9380,4993) (9270,4938) (9325,5100) (9271,5100) (9218,5046) (9218,4992) (9433,5047) (9433,5101) (9379,5101) (9217,5101) (9324,4885) (9378,4885) (9432,4885) (9434,4939) (9434,4993) (9216,4938) (9216,4884) (9270,4884) (9325,5154) (9271,5154) (9445,5155) (9391,5155) (9217,5155) (9324,4831) (9378,4831) (9432,4831) (9210,4830) (9264,4830) (9318,4777) (9372,4777) (9426,4777) (9236,4776) | overflowToLeft=false
Forbidding 14 Sea Zone (8886,5492) (8832,5545) (8832,5491) (8939,5546) (8886,5438) (8940,5438) (8940,5492) (8830,5437) (8885,5599) (8831,5599) (8954,5600) (8777,5600) (8884,5384) (8938,5384) (8992,5384) (8817,5383) (8900,5653) (8846,5653) (8792,5654) (8738,5654) (8871,5330) (8925,5330) (8979,5330) (8817,5329) (8901,5707) (8886,5276) (8940,5276) (8994,5276) | overflowToLeft=false
Forbidding 15 Sea Zone (9265,5381) (9211,5434) (9211,5380) (9318,5435) (9265,5327) (9319,5327) (9319,5381) (9209,5326) (9264,5488) (9210,5488) (9157,5434) (9157,5380) (9372,5435) (9372,5489) (9318,5489) (9263,5273) (9317,5273) (9371,5273) (9373,5327) (9373,5381) (9155,5326) (9155,5272) (9209,5272) (9425,5259) (9103,5477) (9103,5423) (9426,5435) (9426,5489) (9426,5543) (9427,5313) (9427,5367) (9101,5369) (9101,5315) (9101,5261) | overflowToLeft=false
Forbidding 16 Sea Zone (9227,5688) (9173,5741) (9173,5687) (9280,5742) (9227,5634) (9281,5634) (9281,5688) (9171,5633) (9226,5795) (9172,5795) (9119,5741) (9119,5687) (9334,5742) (9334,5796) (9280,5796) (9225,5580) (9279,5580) (9335,5591) (9335,5645) (9117,5633) (9117,5579) (9171,5579) (9065,5762) (9065,5708) (9388,5699) (9388,5753) (9388,5807) (9334,5850) (9280,5850) (9389,5610) (9063,5654) (9063,5600) (9063,5546) (9399,5861) (9011,5745) (9442,5664) (9442,5718) (9442,5772) (9009,5691) (9445,5915) (9391,5915) | overflowToLeft=false
Forbidding 17 Sea Zone (8879,5893) (8825,5946) (8825,5892) (8932,5947) (8879,5839) (8933,5839) (8933,5893) (8823,5838) (8878,6000) (8824,6000) (8771,5946) (8771,5892) (8986,5947) (8986,6001) (8932,6001) (8877,5785) (8987,5811) (8987,5865) (8769,5838) (8769,5784) (8823,5784) (8717,5953) (8717,5899) (9040,5919) (9040,5973) (9040,6027) (8986,6055) (8932,6055) (9041,5830) (8715,5845) (8715,5791) (9048,6081) (8668,5737) (8663,5928) (9094,5884) (8661,5874) (8661,5820) | overflowToLeft=false
Forbidding 18 Sea Zone (9308,6112) (9254,6165) (9254,6111) (9361,6166) (9308,6058) (9362,6058) (9362,6112) (9252,6057) (9307,6219) (9253,6219) (9200,6165) (9200,6111) (9415,6166) (9415,6220) (9361,6220) (9306,6004) (9360,6004) (9416,6041) (9416,6095) (9198,6057) (9198,6003) (9252,6003) (9307,6273) (9146,6180) (9146,6126) (9445,6274) (9391,6274) (9144,6072) (9144,6018) (9163,5949) (9217,5949) (9271,5949) (9337,6327) (9445,6328) (9391,6328) (9445,6382) | overflowToLeft=false
Forbidding 19 Sea Zone (8732,6182) (8678,6235) (8678,6181) (8785,6236) (8732,6128) (8786,6128) (8786,6182) (8676,6127) (8731,6289) (8677,6289) (8624,6235) (8624,6181) (8839,6236) (8839,6290) (8785,6290) (8730,6074) (8784,6074) (8840,6095) (8840,6149) (8622,6127) (8622,6073) (8676,6073) (8731,6343) (8570,6185) (8809,6344) (8894,6122) (8568,6131) (8616,6019) (8670,6019) (8755,6397) (8724,6451) | overflowToLeft=false
Forbidding 2 Sea Zone (9376,2360) (9322,2413) (9322,2359) (9429,2414) (9376,2306) (9430,2306) (9430,2360) (9320,2305) (9375,2467) (9321,2467) (9445,2468) (9374,2252) (9428,2252) (9297,2251) (9267,2513) (9391,2521) (9337,2521) (9445,2522) (9351,2198) (9405,2198) (9288,2197) (9283,2567) (9391,2575) (9337,2575) (9445,2576) (9229,2576) (9342,2144) (9396,2144) (9272,2143) | overflowToLeft=false
Forbidding 20 Sea Zone (9067,6378) (9013,6431) (9013,6377) (9120,6432) (9067,6324) (9121,6324) (9121,6378) (9011,6323) (9066,6485) (9012,6485) (8959,6431) (8959,6377) (9174,6432) (9174,6486) (9120,6486) (9065,6270) (9119,6270) (9175,6299) (9175,6353) (8957,6323) (8957,6269) (9011,6269) (9066,6539) (8905,6445) (8905,6391) (9228,6407) (9155,6540) (9229,6342) (8903,6337) (8946,6215) (9000,6215) (9054,6215) (8965,6161) | overflowToLeft=false
